subjectid,ageGroup,inquisit.build,computer.platform,startdate,starttime,sessionid,elapsedtime,completed,taskOrder,IP12_1,IP12_2,IP12_3,IP13_1,IP13_2,IP13_3,IP14_1,IP14_2,IP14_3,IP15_1,IP15_2,IP15_3,IP16_1,IP16_2,IP16_3,IP12_1_loss,IP12_2_loss,IP12_3_loss,IP13_1_loss,IP13_2_loss,IP13_3_loss,IP14_1_loss,IP14_2_loss,IP14_3_loss,IP15_1_loss,IP15_2_loss,IP15_3_loss,IP16_1_loss,IP16_2_loss,IP16_3_loss,TotalWinAmount,finalN_reward,finalReward_reward,finalN_loss,finalReward_loss,hitrate_N1,CRrate_N1,hitrate_N2,CRrate_N2,hitrate_N3,CRrate_N3,hitrate_N4,CRrate_N4,hitrate_N5,CRrate_N5,hitrate_N6,CRrate_N6,mentaldemand_1,physicaldemand_1,temporaldemand_1,performance_1,effort_1,frustration_1,mentaldemand_2,physicaldemand_2,temporaldemand_2,performance_2,effort_2,frustration_2,mentaldemand_3,physicaldemand_3,temporaldemand_3,performance_3,effort_3,frustration_3,mentaldemand_4,physicaldemand_4,temporaldemand_4,performance_4,effort_4,frustration_4,mentaldemand_5,physicaldemand_5,temporaldemand_5,performance_5,effort_5,frustration_5,mentaldemand_6,physicaldemand_6,temporaldemand_6,performance_6,effort_6,frustration_6
521,Old,6436,win,11/30/21,14:48:03,1,1591348,1,1,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.8046875,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,3.375,1,0.25,4,-1.875,0,0.2,0,0.4,0.6,0.4,1,0,0,0,0,0,21,21,21,1,21,21,21,1,1,1,21,1,21,1,1,1,17,1,21,1,1,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,Old,6436,win,11/30/21,12:48:18,1,1899233,1,2,1.046875,2.5546875,2.96875,0.734375,1.4765625,3.09375,0.734375,2.1328125,3.53125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.0859375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,NA,4,NA,4,-1.9375,0.6,0.733333333,1,0.866666667,0.8,0.866666667,0.8,0.666666667,0,0,0,0,8,7,5,8,13,8,15,7,8,16,16,7,18,9,12,14,17,13,20,10,16,13,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,Old,6436,win,11/30/21,16:15:23,1,2297328,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.71875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.4453125,-3.96875,-1.734375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6,2,2,2,-1,0.6,0.8,0.8,0.933333333,1,0.666666667,0.8,0.666666667,0,0,0,0,14,5,10,12,15,6,13,4,13,15,15,4,14,3,4,11,11,11,15,1,6,12,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,Old,6436,win,11/30/21,16:19:25,1,1365689,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-0.984375,-1.2890625,-3.46875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,8.5,4,4,3,-0.5,0.8,0.333333333,1,0.333333333,0.6,0.133333333,0.6,0.466666667,0,0,0,0,1,1,1,17,1,1,1,1,1,21,1,1,1,1,1,14,1,1,1,1,1,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,Old,6436,win,11/30/21,19:09:50,1,1547885,1,1,0.015625,0.0234375,0.09375,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.9609375,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.0625,1,0.0625,1,-4,1,0.666666667,0.8,1,0,0.933333333,0,0.933333333,0,0,0,0,9,1,4,20,5,4,21,1,14,8,21,15,21,1,16,1,21,15,21,1,21,1,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,Old,6400,win,11/30/21,19:58:33,1,1636929,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.0234375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6,2,2,4,-1,0.8,1,1,0.933333333,0.6,0.933333333,0.2,0.8,0,0,0,0,6,2,5,9,5,12,12,2,4,12,12,12,15,2,14,8,14,12,15,2,14,4,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,Old,6432,and,11/30/21,23:37:02,1,1512064,1,1,1.109375,0.9140625,0.96875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.3515625,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.0625,1,0.0625,1,-4,0.4,1,0.8,1,0.6,0.866666667,0.4,0.866666667,0,0,0,0,7,7,7,8,11,11,12,11,11,17,13,12,16,13,14,13,16,15,18,15,16,15,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,Old,6436,mac,12/1/21,09:03:28,1,1499764,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.8203125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,3.125,3,2,4,-3.875,1,0.8,1,0.933333333,0.8,0.866666667,0.8,0.8,0,0,0,0,16,14,12,19,16,7,18,16,13,20,17,10,19,14,13,18,17,8,20,18,8,18,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,Young,6436,mac,12/1/21,09:38:45,1,1533801,1,1,1.734375,2.9765625,3.90625,1.921875,2.2265625,2.96875,1.328125,1.8515625,3.53125,not run,not run,not run,not run,not run,not run,-1.890625,-2.5546875,-3.65625,-1.453125,-0.0703125,-3.96875,-0.453125,-1.9921875,-2.84375,not run,not run,not run,not run,not run,not run,5.25,2,4,4,-3.75,1,1,1,0.533333333,0.8,0.933333333,1,0.533333333,0,0,0,0,4,1,3,21,11,12,12,1,13,14,12,11,13,1,15,13,13,13,15,1,12,12,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,Young,6436,win,12/1/21,11:46:30,1,1508397,1,1,1.984375,2.9765625,3.96875,1.109375,1.9921875,2.34375,1.140625,1.3828125,1.96875,not run,not run,not run,not run,not run,not run,-1.921875,-2.9765625,-3.96875,-1.015625,-1.1484375,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,7.25,4,3,1,-0.75,0.8,1,1,1,0.4,0.8,0.4,0.933333333,0,0,0,0,15,17,14,15,17,17,15,15,15,21,15,13,21,14,15,10,15,16,19,14,15,10,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,Young,6436,win,12/1/21,11:49:30,1,1263473,1,2,1.734375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.1640625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,3.5,3,2,2,-3.5,0.8,1,0.8,0.666666667,0.6,0.933333333,0.2,0.8,0,0,0,0,2,1,1,20,20,20,7,1,1,14,16,15,14,2,2,14,18,12,21,1,2,5,21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,Young,6436,mac,12/1/21,12:50:06,1,1328080,1,1,1.640625,1.1953125,1.53125,0.984375,1.0546875,1.84375,0.484375,1.2421875,0.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.890625,-1.8515625,-3.78125,-1.765625,-2.6015625,-3.84375,not run,not run,not run,not run,not run,not run,6.375,2,4,2,-2.625,0.8,1,0.8,1,0.8,1,0.2,1,0,0,0,0,1,1,1,19,2,2,14,1,1,15,11,12,16,1,2,14,14,12,18,1,4,5,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,Young,6436,win,12/1/21,13:03:26,1,1637606,1,2,1.890625,2.8828125,3.84375,1.890625,2.8828125,3.90625,1.359375,2.5078125,3.46875,not run,not run,not run,not run,not run,not run,-1.953125,-2.9296875,-3.90625,-1.921875,-1.1484375,-3.84375,-1.765625,-2.8359375,-3.78125,not run,not run,not run,not run,not run,not run,3.5,1,2,3,-3.5,0.8,0.8,0.8,0.933333333,1,0.666666667,0.6,0.8,0,0,0,0,2,1,9,18,4,1,2,1,9,17,11,7,15,1,12,14,17,13,19,1,13,9,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,Young,6436,win,12/1/21,13:05:09,1,1569666,1,1,0.109375,0.2109375,0.09375,0.765625,0.8203125,2.09375,0.765625,0.8203125,0.71875,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.640625,-0.7265625,-2.84375,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,2.125,1,0.125,1,-3,1,1,0.6,1,0.6,1,0.6,1,0,0,0,0,5,5,7,21,10,13,10,6,7,14,17,14,18,6,12,15,19,16,19,8,12,15,19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,Young,6436,win,12/1/21,13:07:02,1,1605299,1,1,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.890625,-2.9765625,-3.96875,-1.953125,-0.3515625,-3.90625,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,4.03125,1,0.03125,4,-1,0.4,0.466666667,0,0.4,0.4,0.266666667,0.4,0.2,0,0,0,0,11,1,2,3,13,1,13,1,1,5,15,8,19,1,11,7,18,6,21,1,12,6,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,Young,6436,win,12/1/21,13:05:49,1,1359453,1,1,1.984375,2.9765625,3.90625,1.984375,2.9765625,3.84375,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.2890625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.9375,1,3.9375,3,-3,0.8,0.466666667,0.6,0.266666667,0.6,0.533333333,0.8,0.733333333,0,0,0,0,15,5,21,5,7,16,7,5,18,4,7,21,7,4,18,12,9,16,4,4,16,12,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,Young,6436,mac,12/1/21,10:08:27,1,1647425,1,1,1.984375,2.7890625,3.96875,1.984375,2.9765625,2.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.3515625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6.09375,4,4,4,-2.90625,0.8,0.933333333,1,0.933333333,0.4,0.8,0.2,0.933333333,0,0,0,0,9,4,15,11,11,12,13,7,15,14,13,12,18,2,15,7,13,16,15,1,14,6,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,Young,6436,win,12/1/21,13:09:27,1,1416007,1,2,1.890625,2.8828125,3.84375,1.328125,2.3671875,3.21875,1.015625,1.4765625,3.03125,not run,not run,not run,not run,not run,not run,-1.140625,-1.9921875,-3.03125,-1.296875,-0.1171875,-2.96875,-0.953125,-1.8515625,-2.90625,not run,not run,not run,not run,not run,not run,4.90625,1,1.90625,3,-2,0.8,0.933333333,1,1,1,0.933333333,1,1,0,0,0,0,17,2,15,16,20,16,20,2,13,21,19,4,21,2,14,18,21,9,21,2,14,21,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,Young,6436,mac,12/1/21,13:09:14,1,1516128,1,1,1.015625,2.3203125,3.46875,1.015625,1.7109375,0.90625,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.7890625,-3.96875,-1.984375,-2.9765625,-3.46875,not run,not run,not run,not run,not run,not run,5.25,3,4,3,-3.75,0.6,1,0.8,1,0.6,0.933333333,0.8,0.933333333,0,0,0,0,5,2,8,15,16,12,10,1,10,16,15,12,12,1,10,12,12,12,15,1,12,15,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Young,6436,mac,12/1/21,12:09:28,1,1621653,1,2,1.265625,1.9921875,2.71875,1.046875,1.9921875,3.03125,0.984375,1.7109375,2.21875,not run,not run,not run,not run,not run,not run,-0.984375,-1.9921875,-3.03125,-0.984375,-0.3984375,-2.90625,-0.484375,-1.2421875,-2.28125,not run,not run,not run,not run,not run,not run,5,2,2,1,-2,1,1,1,1,0.8,0.8,0.6,0.733333333,0,0,0,0,12,2,13,21,13,4,14,1,13,21,16,3,17,1,16,14,20,7,20,1,19,12,20,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,Young,6436,win,12/1/21,13:15:18,1,1744185,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,1.4765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.9609375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.25,3,2,3,-1.75,0,0.266666667,0.2,0.2,0.6,0.6,0.6,0.333333333,0,0,0,0,17,6,16,4,17,14,15,16,16,7,16,17,16,7,17,11,15,14,15,6,18,7,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,Young,6436,win,12/1/21,13:21:00,1,1705647,1,1,1.765625,2.6953125,3.84375,1.703125,2.1796875,3.15625,0.859375,1.6640625,1.96875,not run,not run,not run,not run,not run,not run,-1.484375,-2.5546875,-3.40625,-1.515625,-2.0390625,-3.03125,-1.015625,-1.8984375,-2.96875,not run,not run,not run,not run,not run,not run,5,4,4,4,-4,1,1,0.6,1,0.8,0.733333333,0.6,0.866666667,0,0,0,0,8,1,4,21,8,2,14,1,5,14,18,8,16,2,10,17,20,14,19,1,13,13,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,Young,6436,mac,12/1/21,12:23:39,1,1909874,1,2,1.796875,2.7890625,3.71875,1.734375,2.7421875,3.71875,1.828125,2.7890625,3.71875,not run,not run,not run,not run,not run,not run,-1.515625,-2.4609375,-3.46875,-1.359375,-1.8984375,-3.28125,-1.515625,-2.6015625,-2.96875,not run,not run,not run,not run,not run,not run,NA,1,NA,4,-4,1,1,1,0.933333333,0.8,0.866666667,1,1,0,0,0,0,2,1,2,21,3,1,13,1,3,19,19,4,20,1,5,16,21,5,21,1,5,21,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,Young,6436,win,12/2/21,01:00:31,1,1105119,1,2,1.984375,2.9765625,2.96875,1.984375,2.9765625,3.96875,1.484375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.859375,-2.6015625,-1.96875,-1.984375,-2.2734375,-2.96875,-1.734375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.5,2,2,1,-1.5,0.4,0.333333333,0.4,0.8,0,0.533333333,0.2,0.333333333,0,0,0,0,15,15,13,14,14,14,15,13,13,15,15,13,16,17,16,13,14,17,14,14,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,Young,6436,mac,12/1/21,14:39:09,1,2145903,1,1,1.578125,2.7890625,1.84375,1.546875,0.3046875,1.21875,0.265625,0.0234375,0.53125,not run,not run,not run,not run,not run,not run,-1.234375,-2.2734375,-3.96875,-1.796875,-1.2890625,-3.90625,-1.953125,-2.9296875,-2.65625,not run,not run,not run,not run,not run,not run,5.5,3,2,4,-1.5,0.6,1,0.8,1,1,0.933333333,1,0.866666667,0,0,0,0,3,2,2,15,4,5,8,2,3,13,5,3,13,2,3,13,11,2,16,3,4,12,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,Young,6436,win,12/1/21,15:05:31,1,1982298,1,1,1.859375,2.2265625,3.46875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.921875,-2.0390625,-3.71875,-0.015625,-0.1640625,-3.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,6,2,3,1,-2,0.6,1,0.8,1,0.4,0.733333333,0.4,0.866666667,0,0,0,0,3,3,8,17,13,4,9,8,10,16,13,6,13,13,13,4,15,11,15,8,14,5,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,Young,6436,win,12/1/21,14:36:55,1,1786925,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.9140625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.375,3,3,4,-2.625,1,1,0.4,0.933333333,0.8,0.933333333,0.6,0.866666667,0,0,0,0,3,3,7,21,3,1,13,14,15,9,13,3,15,13,13,16,15,3,19,14,18,14,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,Young,6436,win,12/1/21,15:52:18,1,2552809,1,1,1.359375,1.8515625,3.40625,0.484375,1.4765625,0.96875,0.984375,1.3828125,1.71875,not run,not run,not run,not run,not run,not run,-1.984375,-2.8828125,-3.46875,-1.859375,-0.3046875,-3.90625,-1.921875,-2.7421875,-2.96875,not run,not run,not run,not run,not run,not run,7,2,3,1,-1,1,0.933333333,0.8,0.8,1,0.866666667,0.6,0.733333333,0,0,0,0,18,3,12,18,16,6,14,14,13,14,14,9,14,12,14,17,16,11,18,14,15,16,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,Old,6436,win,12/1/21,23:44:30,1,2291923,1,2,1.984375,0.6796875,0.78125,1.953125,0.9609375,0.28125,1.984375,0.7265625,1.03125,not run,not run,not run,not run,not run,not run,-1.859375,-2.8359375,-3.90625,-1.859375,-0.0234375,-3.78125,-1.734375,-2.7890625,-3.84375,not run,not run,not run,not run,not run,not run,5,2,3,4,-3,1,0.733333333,0.8,0.933333333,1,0.933333333,0.4,0.933333333,0,0,0,0,6,1,6,14,7,2,10,1,10,14,12,2,14,1,10,17,12,2,17,1,10,5,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,Old,6436,win,12/3/21,15:56:16,1,2353009,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.515625,-1.5234375,-2.03125,-1.515625,-0.3984375,-3.53125,-0.015625,-0.0234375,-3.03125,not run,not run,not run,not run,not run,not run,5,4,4,1,-4,1,0.933333333,0.6,0.4,0.6,0.733333333,0.8,0.733333333,0,0,0,0,6,1,5,16,6,7,18,3,14,3,18,18,13,2,13,13,13,13,15,2,14,14,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,Old,6436,win,12/4/21,06:16:47,1,1677572,1,2,0.859375,2.4609375,2.65625,1.546875,1.4296875,1.90625,1.640625,1.8515625,1.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.2578125,-3.96875,-0.984375,-2.9765625,-3.46875,not run,not run,not run,not run,not run,not run,7,1,4,4,-2,0.8,0.933333333,0,0.866666667,0.8,0.933333333,0.6,0.6,0,0,0,0,1,1,10,16,4,3,17,2,13,1,16,18,16,2,14,15,14,14,18,3,17,8,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
