subjectid,ageGroup,inquisit.build,computer.platform,startdate,starttime,sessionid,elapsedtime,completed,taskOrder,IP12_1,IP12_2,IP12_3,IP13_1,IP13_2,IP13_3,IP14_1,IP14_2,IP14_3,IP15_1,IP15_2,IP15_3,IP16_1,IP16_2,IP16_3,IP12_1_loss,IP12_2_loss,IP12_3_loss,IP13_1_loss,IP13_2_loss,IP13_3_loss,IP14_1_loss,IP14_2_loss,IP14_3_loss,IP15_1_loss,IP15_2_loss,IP15_3_loss,IP16_1_loss,IP16_2_loss,IP16_3_loss,TotalWinAmount,finalN_reward,finalReward_reward,finalN_loss,finalReward_loss,hitrate_N1,CRrate_N1,hitrate_N2,CRrate_N2,hitrate_N3,CRrate_N3,hitrate_N4,CRrate_N4,hitrate_N5,CRrate_N5,hitrate_N6,CRrate_N6,mentaldemand_1,physicaldemand_1,temporaldemand_1,performance_1,effort_1,frustration_1,mentaldemand_2,physicaldemand_2,temporaldemand_2,performance_2,effort_2,frustration_2,mentaldemand_3,physicaldemand_3,temporaldemand_3,performance_3,effort_3,frustration_3,mentaldemand_4,physicaldemand_4,temporaldemand_4,performance_4,effort_4,frustration_4,mentaldemand_5,physicaldemand_5,temporaldemand_5,performance_5,effort_5,frustration_5,mentaldemand_6,physicaldemand_6,temporaldemand_6,performance_6,effort_6,frustration_6
388,Old,6434,mac,11/2/21,14:47:17,1,1856281,1,2,1.796875,2.6953125,3.96875,1.765625,2.5078125,3.96875,0.015625,0.0234375,0.09375,not run,not run,not run,not run,not run,not run,-1.328125,-1.3828125,-3.09375,-1.484375,-0.2578125,-3.90625,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,5.8125,1,2.8125,2,-2,1,1,1,1,1,1,0.8,0.8,0,0,0,0,3,3,3,21,6,3,7,5,7,21,10,7,11,7,12,21,12,10,15,12,14,16,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,Old,6436,win,11/2/21,14:16:25,1,1926358,1,1,1.421875,2.4140625,3.46875,1.390625,2.5546875,3.21875,1.234375,2.6484375,3.21875,not run,not run,not run,not run,not run,not run,-0.171875,-1.1953125,-2.03125,-0.390625,-0.4921875,-0.46875,-0.234375,-0.4453125,-0.21875,not run,not run,not run,not run,not run,not run,5,2,4,1,-4,0.6,1,0.4,0.866666667,0.2,0.933333333,0,0.6,0,0,0,0,4,1,7,15,6,7,14,1,14,6,14,15,16,1,16,5,14,18,20,1,20,3,19,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Old,6436,win,11/2/21,15:47:40,1,1559995,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.2421875,-3.96875,-1.984375,-2.9765625,-3.84375,not run,not run,not run,not run,not run,not run,3.25,2,2,3,-3.75,0.6,0.466666667,0.4,0.6,0.4,0.733333333,0.8,0.8,0,0,0,0,4,6,8,10,12,9,13,6,10,10,12,15,15,8,14,9,14,16,15,14,16,17,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,Old,6436,win,11/2/21,16:22:22,1,1162330,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-0.109375,-0.0234375,-1.03125,-0.109375,-0.0703125,-0.28125,-0.109375,-0.0234375,-0.15625,not run,not run,not run,not run,not run,not run,5,3,2,1,-2,0.8,1,1,0.933333333,0.6,0.933333333,0.6,0.933333333,0,0,0,0,3,1,2,20,5,2,8,1,3,19,9,6,10,1,9,14,3,4,17,2,7,13,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Old,6400,win,11/2/21,17:07:21,1,1438716,1,2,1.515625,2.6484375,3.78125,1.140625,2.2734375,2.53125,0.984375,1.3828125,2.78125,not run,not run,not run,not run,not run,not run,-1.859375,-2.6953125,-3.46875,-1.515625,-2.0859375,-3.40625,-1.078125,-2.0390625,-3.28125,not run,not run,not run,not run,not run,not run,3.625,3,2.625,3,-4,1,0.933333333,1,0.933333333,0.6,0.933333333,0.2,0,0,0,0,0,3,3,4,18,5,3,5,5,6,17,8,6,10,8,9,14,18,6,14,15,13,7,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Old,6432,and,11/2/21,17:11:19,1,1460294,1,1,0.046875,0.1640625,0.21875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.84375,-1.015625,-0.3984375,-2.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,3.375,1,0.375,3,-2,1,1,1,0.866666667,0.8,0.933333333,1,0.8,0,0,0,0,1,1,1,21,3,1,7,4,4,19,7,5,15,4,4,10,17,17,20,3,6,16,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,Old,6436,win,11/2/21,17:58:44,1,1742925,1,1,1.296875,0.3515625,2.90625,0.234375,0.7265625,0.21875,0.109375,0.1640625,0.21875,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-2.2734375,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,4,1,2,1,-3,0.8,1,0.8,0.8,0.6,0.866666667,0.8,0.933333333,0,0,0,0,3,2,13,19,4,4,9,3,8,14,12,12,14,3,14,12,14,15,17,3,17,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,Old,6432,and,11/2/21,19:16:43,1,1903197,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.515625,-0.3984375,-2.03125,-0.015625,-2.5078125,-2.03125,-0.015625,-1.5234375,-3.53125,not run,not run,not run,not run,not run,not run,6.5,1,3,3,-1.5,0.6,0.866666667,0.2,0.6,0.4,0.866666667,0.2,0.866666667,0,0,0,0,8,1,1,9,5,1,19,6,12,4,15,12,15,13,13,8,15,14,15,7,11,5,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,Old,6400,win,11/2/21,19:43:17,1,1676788,1,2,1.703125,2.2265625,3.34375,1.609375,2.8359375,3.09375,1.140625,0.3515625,0.21875,not run,not run,not run,not run,not run,not run,-0.984375,-2.1328125,-3.53125,-1.484375,-0.0703125,-3.53125,-0.234375,-1.1953125,-2.40625,not run,not run,not run,not run,not run,not run,4.75,3,1.75,1,-2,1,0.666666667,0.6,0.733333333,1,0.733333333,0.4,0.733333333,0,0,0,0,17,5,14,12,15,16,15,9,15,9,13,15,17,9,16,15,14,16,16,7,18,9,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,Old,6436,win,11/2/21,18:59:40,1,1979962,1,1,1.984375,2.9765625,3.71875,0.984375,0.7265625,1.96875,0.015625,0.0234375,0.09375,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.71875,-1.984375,-1.1484375,-3.96875,-1.984375,-2.6015625,-3.96875,not run,not run,not run,not run,not run,not run,3.03125,1,0.03125,4,-2,0.8,0.933333333,1,0.8,0.8,0.8,0.6,0.6,0,0,0,0,11,5,14,16,14,12,16,14,15,16,16,16,18,15,18,13,17,18,20,15,18,6,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,Old,6436,win,11/2/21,18:04:34,1,1597463,1,2,0.015625,0.0234375,0.03125,1.953125,2.8828125,3.96875,0.421875,0.1640625,1.96875,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-1.734375,-0.0234375,-3.90625,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,NA,1,NA,1,-3,1,1,1,1,0.8,1,0.8,0.8,0,0,0,0,2,1,1,21,4,4,8,3,6,21,7,7,13,7,11,14,13,14,17,7,12,13,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Old,6436,mac,11/2/21,20:27:21,1,1393831,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,2.96875,1.984375,2.6015625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.9140625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,7,3,4,3,-2,0.2,0.266666667,0.2,0.266666667,0.4,0.133333333,0.6,0.066666667,0,0,0,0,16,3,13,6,18,16,16,3,13,5,13,13,13,3,12,10,14,12,14,5,15,12,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,Old,6436,win,11/2/21,20:33:03,1,1332056,1,2,1.140625,0.9140625,0.21875,0.671875,0.9609375,0.46875,0.484375,0.3515625,0.71875,not run,not run,not run,not run,not run,not run,-1.890625,-2.9765625,-3.90625,-0.953125,-0.6796875,-3.34375,-1.984375,-2.3203125,-3.90625,not run,not run,not run,not run,not run,not run,NA,1,NA,4,-2.25,1,0.8,1,0.933333333,0.8,0.933333333,0.6,0.733333333,0,0,0,0,12,1,2,20,21,7,17,5,8,20,21,4,21,12,9,17,21,10,21,16,13,8,21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,Old,6400,win,11/2/21,20:35:58,1,1449115,1,1,0.953125,2.3203125,2.09375,0.796875,1.9921875,0.71875,0.015625,0.1640625,0.46875,not run,not run,not run,not run,not run,not run,-0.078125,-0.3046875,-0.71875,-1.515625,-0.6796875,-3.78125,-1.265625,-2.2734375,-3.03125,not run,not run,not run,not run,not run,not run,2.25,1,0.25,1,-3,1,0.933333333,1,1,0.6,0.733333333,0.6,0.933333333,0,0,0,0,3,1,2,3,11,1,3,1,3,21,5,1,13,1,13,4,14,1,19,1,17,11,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,Old,6434,mac,11/2/21,20:48:08,1,1775403,1,2,0.984375,1.0078125,0.96875,0.859375,1.0078125,0.96875,0.984375,1.0078125,1.03125,not run,not run,not run,not run,not run,not run,-1.015625,-1.4296875,-3.03125,-1.515625,-0.3984375,-1.78125,-1.421875,-1.5234375,-3.03125,not run,not run,not run,not run,not run,not run,NA,1,NA,1,-4,0.8,0.866666667,0.4,0.866666667,0.6,0.866666667,0.6,0.666666667,0,0,0,0,12,6,14,16,19,13,16,13,17,7,19,15,17,14,18,14,18,18,19,14,18,14,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Old,6400,mac,11/2/21,20:30:04,1,1916079,1,1,1.421875,2.4609375,2.90625,0.984375,1.8984375,2.84375,0.734375,1.4765625,2.90625,not run,not run,not run,not run,not run,not run,-1.765625,-2.6484375,-3.78125,-0.890625,-0.0234375,-3.03125,-1.265625,-1.4765625,-2.84375,not run,not run,not run,not run,not run,not run,6,2,4,1,-3,0.8,1,1,1,0.6,0.8,0.6,0.8,0,0,0,0,4,2,2,16,8,5,10,5,7,21,12,9,17,9,13,14,18,13,19,12,15,12,19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,Old,6436,win,11/2/21,22:31:14,1,1539482,1,1,1.546875,1.8984375,3.46875,1.765625,2.6953125,3.40625,0.484375,1.6171875,0.96875,not run,not run,not run,not run,not run,not run,-1.453125,-2.8359375,-3.84375,-1.953125,-0.2578125,-3.96875,-1.015625,-1.7578125,-3.03125,not run,not run,not run,not run,not run,not run,5.75,4,3,4,-2.25,0.8,0.866666667,0.8,0.866666667,0.8,0.933333333,0.6,0.866666667,0,0,0,0,9,2,2,12,9,20,16,2,2,12,13,19,20,3,2,12,19,20,21,3,3,3,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,Old,6434,win,11/2/21,23:30:03,1,2076048,1,2,1.953125,2.9765625,3.96875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-0.015625,-0.8671875,-0.09375,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,3.4375,1,0.1875,1,-1.75,0.8,0.933333333,1,0.8,0.6,0.866666667,0.8,0.666666667,0,0,0,0,18,6,6,17,18,4,19,4,4,19,20,5,18,5,5,13,20,17,18,3,4,14,21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Old,6436,win,11/2/21,21:30:26,1,1713778,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.2578125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,4,4,2,2,-3,1,0.8,1,1,0.8,0.933333333,0.6,0.8,0,0,0,0,12,1,11,15,13,18,14,3,6,21,16,10,15,3,5,14,4,12,16,3,5,15,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Old,6436,win,11/3/21,01:02:56,1,2373480,1,1,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-2.6953125,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,2,1,1,1,-4,0.4,0,0.2,0.066666667,0,0,0.4,0,0,0,0,0,11,6,1,8,8,17,16,3,1,4,16,17,18,1,1,1,21,18,6,1,1,3,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,Old,6436,win,11/3/21,02:12:17,1,2404673,1,1,1.796875,1.4765625,2.96875,0.734375,1.9921875,1.71875,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.890625,-2.9296875,-3.53125,-0.046875,-1.5703125,-2.96875,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,4,2,3,1,-4,0.6,0.733333333,0.8,1,0.6,0.8,0.2,0.6,0,0,0,0,12,1,6,15,8,1,9,1,6,20,12,1,17,3,9,13,15,5,18,2,10,4,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,Old,6436,win,11/3/21,01:35:58,1,1617058,1,2,1.984375,2.9765625,3.96875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-0.015625,-0.2109375,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,4,1,2,1,-3,1,0.933333333,1,1,0.8,0.866666667,0.2,0.933333333,0,0,0,0,4,4,14,16,4,6,7,3,9,21,8,1,13,3,11,14,14,3,13,3,14,4,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,Young,6436,win,11/8/21,17:30:54,1,1356573,1,1,1.734375,2.6484375,3.78125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.796875,-2.7890625,-3.90625,-0.109375,-1.2890625,-0.96875,-0.109375,-0.2109375,-0.65625,not run,not run,not run,not run,not run,not run,1.09375,1,0.09375,1,-4,1,1,0.8,0.933333333,0.8,0.666666667,1,0.666666667,0,0,0,0,7,2,5,21,9,14,13,7,12,13,15,13,19,8,16,7,15,17,21,8,19,15,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,Young,6436,mac,11/11/21,15:45:38,1,1512848,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.2109375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.1875,3,3,4,-2.8125,0.4,0.666666667,0.6,0.866666667,0.8,0.933333333,0.6,0.866666667,0,0,0,0,14,2,13,6,6,4,12,1,13,18,4,2,4,3,3,20,3,2,15,2,4,20,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,Young,6436,mac,11/11/21,19:27:49,1,3598298,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.46875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.2265625,-3.96875,-1.984375,-0.4921875,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6.9375,3,4,4,-2.0625,0.8,0.866666667,0.8,0.933333333,0.2,0.733333333,0.8,0.8,0,0,0,0,7,1,10,10,9,6,10,5,12,9,12,7,12,8,13,4,16,16,14,7,14,13,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Young,6436,win,11/11/21,16:24:23,1,1660023,1,2,1.390625,1.8984375,2.21875,0.953125,1.4765625,2.21875,0.984375,1.8984375,2.21875,not run,not run,not run,not run,not run,not run,-0.015625,-1.5234375,-2.53125,-1.015625,-2.5078125,-0.09375,-0.515625,-1.5234375,-2.53125,not run,not run,not run,not run,not run,not run,4,1,2,1,-3,0.6,0.933333333,0.6,0.933333333,0.8,0.866666667,1,0.8,0,0,0,0,8,2,3,5,7,15,10,2,4,3,5,18,7,2,4,8,8,11,6,2,3,19,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,Young,6436,win,11/11/21,19:45:29,1,1467834,1,1,1.984375,2.9765625,3.96875,0.390625,0.3046875,0.59375,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.890625,-0.2109375,-3.78125,-0.484375,-0.3515625,-2.90625,not run,not run,not run,not run,not run,not run,6,2,2,2,-1,1,0.933333333,1,0.866666667,1,0.8,0.6,0.866666667,0,0,0,0,2,3,1,19,3,13,7,1,1,15,7,14,15,1,2,15,13,14,19,1,2,12,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,Young,6436,mac,11/11/21,17:46:54,1,1434360,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.921875,-1.0078125,-2.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,8,4,4,4,-1,1,0.733333333,1,0.533333333,0.8,0.533333333,0.8,0.6,0,0,0,0,14,1,10,16,14,13,16,1,13,4,12,14,13,1,13,3,14,15,14,1,13,6,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,Young,6436,win,11/11/21,16:52:01,1,1502284,1,2,1.984375,2.9765625,3.78125,1.984375,2.9765625,3.96875,0.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.453125,-2.8828125,-3.96875,-1.734375,-1.9921875,-3.90625,-0.453125,-1.4765625,-0.46875,not run,not run,not run,not run,not run,not run,7.75,2,3,4,-0.25,0.8,1,1,0.8,0.8,0.733333333,0.6,0.666666667,0,0,0,0,15,3,19,17,16,13,19,1,18,18,18,16,21,2,18,13,18,18,21,2,16,7,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,Young,6436,win,11/11/21,20:00:07,1,1408984,1,1,1.953125,2.9765625,3.90625,1.046875,2.0390625,1.84375,1.015625,1.4765625,0.96875,not run,not run,not run,not run,not run,not run,-1.890625,-2.9765625,-3.84375,-1.890625,-2.6953125,-3.90625,-1.890625,-2.8828125,-3.90625,not run,not run,not run,not run,not run,not run,5.25,3,2,4,-1.75,0.8,1,1,1,0.8,0.666666667,1,0.666666667,0,0,0,0,5,3,4,17,14,11,17,3,8,21,18,11,21,3,5,12,19,14,21,5,5,14,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Young,6436,win,11/11/21,20:11:39,1,1256233,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.984375,-2.9296875,-3.96875,-0.984375,-0.3984375,-3.84375,-1.484375,-2.9765625,-3.90625,not run,not run,not run,not run,not run,not run,3.046875,1,0.046875,3,-2,1,1,1,1,0.4,1,0.4,0.933333333,0,0,0,0,4,5,10,21,21,1,10,1,8,21,13,1,19,1,13,4,18,15,21,1,14,5,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,Young,6436,win,11/11/21,20:16:26,1,1592280,1,1,1.734375,2.9296875,3.84375,0.640625,0.3984375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.1171875,-2.96875,-1.984375,-2.9765625,-2.96875,not run,not run,not run,not run,not run,not run,3.09375,1,0.09375,4,-2,0.6,0,0.8,0.733333333,0.4,0.2,0.2,0.6,0,0,0,0,17,6,6,1,15,14,14,6,13,15,16,8,15,7,8,6,14,17,21,7,6,4,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,Young,6436,win,11/11/21,19:16:08,1,1811531,1,1,1.703125,2.2265625,2.96875,0.296875,0.9140625,0.71875,0.390625,0.7734375,0.96875,not run,not run,not run,not run,not run,not run,-1.953125,-2.9765625,-3.96875,-1.109375,-1.8046875,-2.84375,-0.484375,-1.5234375,-1.78125,not run,not run,not run,not run,not run,not run,4.4375,1,0.9375,1,-1.5,1,0.866666667,1,1,0.8,1,0.8,0.933333333,0,0,0,0,9,4,8,15,11,10,12,8,11,21,13,12,16,7,10,16,16,13,18,8,11,15,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Young,6432,ios,11/11/21,21:07:50,1,1522913,1,2,1.484375,1.4765625,3.96875,0.984375,2.9765625,0.96875,1.734375,2.2265625,2.46875,not run,not run,not run,not run,not run,not run,-0.234375,-1.2890625,-0.96875,-1.984375,-2.0859375,-3.09375,-0.484375,-2.2265625,-2.84375,not run,not run,not run,not run,not run,not run,7,3,4,4,-2,0.2,0.666666667,0.2,0.866666667,0.4,0.4,0.4,0.533333333,0,0,0,0,15,2,14,3,8,21,21,14,21,1,20,21,21,18,21,10,21,21,21,4,21,6,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,Young,6436,mac,11/11/21,19:09:52,1,1692520,1,1,1.671875,2.6015625,2.21875,0.890625,1.8515625,1.71875,0.421875,0.9609375,1.71875,not run,not run,not run,not run,not run,not run,-1.890625,-2.9765625,-3.90625,-1.421875,-2.4609375,-2.71875,-0.296875,-0.8203125,-2.46875,not run,not run,not run,not run,not run,not run,3,1,1,4,-3,1,0.933333333,1,0.866666667,0.6,0.8,0.6,0.933333333,0,0,0,0,9,4,5,20,8,5,14,12,12,18,11,8,18,14,16,14,14,9,18,15,18,18,19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Young,6436,win,11/11/21,20:10:17,1,2132430,1,2,0.484375,0.7265625,2.53125,0.984375,2.9296875,3.09375,0.015625,0.0234375,0.53125,not run,not run,not run,not run,not run,not run,-1.296875,-2.2734375,-3.03125,-0.984375,-1.2890625,-2.96875,-0.546875,-0.5390625,-1.28125,not run,not run,not run,not run,not run,not run,NA,1,NA,1,-3,1,1,0.8,1,1,0.866666667,1,0.866666667,0,0,0,0,5,1,3,21,3,4,7,2,3,16,4,4,7,2,3,17,7,9,13,2,4,16,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,Young,6436,mac,11/11/21,21:29:07,1,1501642,1,2,1.546875,2.6953125,3.09375,1.546875,1.8515625,2.40625,0.203125,0.0703125,0.09375,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-1.328125,-0.0703125,-3.15625,-1.203125,-0.7265625,-2.84375,not run,not run,not run,not run,not run,not run,6.875,2,3.125,4,-1.25,0.8,1,1,1,0.8,0.933333333,0.8,0.933333333,0,0,0,0,14,13,13,14,12,12,15,13,13,21,16,12,18,13,13,16,16,12,20,13,13,17,21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,Young,6436,win,11/11/21,21:32:50,1,1211305,1,1,1.984375,2.9765625,3.96875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-0.015625,-0.3515625,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,5,2,4,1,-4,0.8,1,1,0.933333333,0.8,0.933333333,0.6,0.866666667,0,0,0,0,14,8,8,14,14,8,14,9,8,14,14,9,18,9,13,14,17,12,20,10,14,9,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,Young,6432,ios,11/11/21,21:40:36,1,1542111,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.0078125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,4.1875,4,2,3,-2.8125,0.4,0.4,0.2,0.4,0.4,0.266666667,0.4,0.6,0,0,0,0,6,6,7,14,8,13,13,6,14,14,16,16,21,8,21,7,21,19,21,8,21,13,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,Young,6436,mac,11/11/21,20:57:42,1,1497514,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.2890625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,7,2,3,3,-1,0.2,0.266666667,0.4,0.2,1,0.733333333,0.4,0.8,0,0,0,0,21,1,19,2,13,15,17,3,17,4,14,17,17,4,17,17,16,15,18,4,15,9,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Young,6436,win,11/11/21,21:15:25,1,1634138,1,1,1.015625,1.7578125,2.71875,0.671875,1.8984375,3.53125,0.140625,1.5234375,2.84375,not run,not run,not run,not run,not run,not run,-0.203125,-0.3984375,-0.34375,-0.515625,-1.2890625,-0.09375,-0.265625,-0.3984375,-0.46875,not run,not run,not run,not run,not run,not run,1.5,1,0.5,1,-4,1,1,1,1,0.6,0.933333333,1,1,0,0,0,0,3,1,1,21,7,7,6,4,5,21,13,8,15,2,3,14,14,13,17,1,7,18,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Young,6436,mac,11/11/21,19:05:05,1,1172067,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.1171875,-3.96875,-1.984375,-2.9765625,-1.96875,not run,not run,not run,not run,not run,not run,3.25,1,0.25,3,-2,1,0.666666667,1,0,0.4,0.866666667,0,0.866666667,0,0,0,0,15,6,5,9,14,19,16,7,14,7,14,15,19,4,17,14,17,20,21,5,13,5,18,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
